word,syllables,actual_count,cmu_counts,category,phonetic,decision,reviewed_syllables,reason
euphony,e-u-pho-ny,4,3,other,/ˈjuːfəni/,accepted_standard_difference,e-u-pho-ny,orthographic spelling split has more parts than CMU pronunciation
evening,evening,1,2,other,/ˈiːvnɪŋ/,needs_human_source,evening,no high-confidence automatic boundary rule
eventual,even-tu-al,3,4,other,/ɪvˈɛntʃuːəl/,needs_human_source,even-tu-al,no high-confidence automatic boundary rule
eventuality,even-tu-al-i-ty,5,6,suffix_ity_ety,/ɪˌventʃuˈælɪtɪ/,needs_human_source,even-tu-al-i-ty,no high-confidence automatic boundary rule
excellency,ex-cel-len-cy,4,3,other,/ˈɛkˈslɛnsi/,accepted_standard_difference,ex-cel-len-cy,orthographic spelling split has more parts than CMU pronunciation
exorcism,ex-or-cism,3,4,suffix_ism,/ˈɛksɚˌsɪzəm/,needs_human_source,ex-or-cism,-ism boundary needs dictionary-specific policy
experiences,ex-pe-ri-ences,4,5,other,/ɪkˈspɪɹiənsɪz/,needs_human_source,ex-pe-ri-ences,no high-confidence automatic boundary rule
facelift,facelift,1,2,other,/ˈfeɪˌslɪft/,needs_human_source,facelift,no high-confidence automatic boundary rule
facile,facile,1,2,other,/ˈfæsəl/,needs_human_source,facile,no high-confidence automatic boundary rule
fanaticism,fa-na-ti-cism,4,5,suffix_ism,/fəˈnætəˌsɪzəm/,needs_human_source,fa-na-ti-cism,-ism boundary needs dictionary-specific policy
fancier,fanci-er,2,3,other,/ˈfænsiɚ/,needs_human_source,fanci-er,no high-confidence automatic boundary rule
farewell,farewell,1,2,other,/ˌfɛɹˈwɛl/,needs_human_source,farewell,no high-confidence automatic boundary rule
fascism,fas-cism,2,3,suffix_ism,/ˈfæˌʃɪzəm/,needs_human_source,fas-cism,-ism boundary needs dictionary-specific policy
fatalism,fa-tal-ism,3,4,suffix_ism,/ˈfeɪtəˌlɪzəm/,needs_human_source,fa-tal-ism,-ism boundary needs dictionary-specific policy
favoritism,fa-vo-ri-tism,4,5,suffix_ism,/ˈfeɪvɚɪˌtɪzəm/,needs_human_source,fa-vo-ri-tism,-ism boundary needs dictionary-specific policy
feb,feb,1,4,other,/ˈfɛbjəˌwɛɹi/,needs_human_source,feb,no high-confidence automatic boundary rule
february,feb-ru-ary,3,4,other,/ˈfɛbɹuːəɹɪ/,needs_human_source,feb-ru-ary,no high-confidence automatic boundary rule
feminism,fem-i-nism,3,4,suffix_ism,/ˈfɛmɪˌnɪzəm/,needs_human_source,fem-i-nism,-ism boundary needs dictionary-specific policy
feudalism,feu-dal-ism,3,4,suffix_ism,/ˈfjuːdəˌlɪzəm/,needs_human_source,feu-dal-ism,-ism boundary needs dictionary-specific policy
filial,fil-ial,2,3,other,/ˈfɪliəl/,needs_human_source,fil-ial,no high-confidence automatic boundary rule
flickr,flickr,1,2,other,/ˈflɪkɚ/,needs_human_source,flickr,no high-confidence automatic boundary rule
fluorescent,flu-o-res-cent,4,3,other,/flʊəɹˈɛsənt/,accepted_standard_difference,flu-o-res-cent,orthographic spelling split has more parts than CMU pronunciation
forego,forego,1,2,other,/fɔɹˈɡoʊ/,needs_human_source,forego,no high-confidence automatic boundary rule
foreseeable,fore-see-able,3,4,suffix_able_ible,/fɔɹˈsiːəbəl/,needs_human_source,fore-see-able,no high-confidence automatic boundary rule
fortuitous,for-tu-itous,3,4,other,/fɔɹˈtuːɪtəs/,needs_human_source,for-tu-itous,no high-confidence automatic boundary rule
freudian,freudi-an,2,3,vowel_sequence_suffix,/ˈfɹuːdiən/,needs_human_source,freudi-an,no high-confidence automatic boundary rule
fs,fs,1,0/2,other,/ˌɛfˈɛs/,accepted_standard_difference,fs,orthographic spelling split has more parts than CMU pronunciation
gazelle,gazelle,1,2,other,/ɡəˈzɛl/,needs_human_source,gazelle,no high-confidence automatic boundary rule
genetically,ge-net-i-cal-ly,5,4,adverb_ically_ally,/dʒəˈnɛtɪkli/,accepted_standard_difference,ge-net-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
geometrically,ge-o-met-ri-cal-ly,6,5,adverb_ically_ally,/ˌdʒiːəˈmɛtɹɪkli/,accepted_standard_difference,ge-o-met-ri-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
graphically,graph-i-cal-ly,4,3,adverb_ically_ally,/ˈɡɹæfɪkli/,accepted_standard_difference,graph-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
gratuitous,gra-tu-itous,3,4,other,/ɡɹəˈtuːətəs/,needs_human_source,gra-tu-itous,no high-confidence automatic boundary rule
gratuity,gra-tu-ity,3,4,suffix_ity_ety,/ɡɹəˈtuːɪti/,needs_human_source,gra-tu-ity,no high-confidence automatic boundary rule
gravitationally,grav-i-ta-tion-al-ly,6,5,adverb_ically_ally,/ˌɡɹævəˈteɪʃnəli/,accepted_standard_difference,grav-i-ta-tion-al-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
grotesque,grotesque,1,2,other,/ɡɹoʊˈtɛsk/,needs_human_source,grotesque,no high-confidence automatic boundary rule
hawaiian,hawai-ian,2,3,vowel_sequence_suffix,/həˈwaɪən/,needs_human_source,hawai-ian,no high-confidence automatic boundary rule
hedonism,he-do-nism,3,4,suffix_ism,/ˈhiːdəˌnɪzəm/,needs_human_source,he-do-nism,-ism boundary needs dictionary-specific policy
herbarium,herbar-i-um,3,4,vowel_sequence_suffix,/hɜːbˈeəɹɪəm/,needs_human_source,herbar-i-um,no high-confidence automatic boundary rule
heroic,hero-ic,2,3,other,/hɪˈɹoʊɪk/,needs_human_source,hero-ic,no high-confidence automatic boundary rule
heroin,hero-in,2,3,other,/ˈhɛɹoʊən/,needs_human_source,hero-in,no high-confidence automatic boundary rule
heroism,hero-ism,2,4,suffix_ism,/ˈhɛɹoʊˌɪzəm/,needs_human_source,hero-ism,-ism boundary needs dictionary-specific policy
heterogeneity,he-te-ro-ge-nei-ty,6,7,suffix_ity_ety,/ˈhɛtɹədʒˌɛneɪtɪ/,needs_human_source,he-te-ro-ge-nei-ty,no high-confidence automatic boundary rule
hierarchical,hi-er-ar-chi-cal,5,4,other,/ˌhaɪˈɹɑɹkəkəl/,accepted_standard_difference,hi-er-ar-chi-cal,orthographic spelling split has more parts than CMU pronunciation
histrionic,histri-on-ic,3,4,other,/ˌhɪstɹiˈɑnɪk/,needs_human_source,histri-on-ic,no high-confidence automatic boundary rule
hmm,hmm,1,0,other,/hm/,accepted_standard_difference,hmm,orthographic spelling split has more parts than CMU pronunciation
homogeneity,ho-mo-ge-nei-ty,5,6,suffix_ity_ety,/ˌhɑmədʒəˈniːəti/,needs_human_source,ho-mo-ge-nei-ty,no high-confidence automatic boundary rule
hopewell,hopewell,1,2,other,/ˈhoʊpˌwɛl/,needs_human_source,hopewell,no high-confidence automatic boundary rule
hourglass,hour-glass,2,3,other,/ˈaʊɚˌɡlæs/,needs_human_source,hour-glass,no high-confidence automatic boundary rule
hughes,hugh-es,2,1,other,/ˈhjuːz/,accepted_standard_difference,hugh-es,orthographic spelling split has more parts than CMU pronunciation
humanism,hu-man-ism,3,4,suffix_ism,/ˈhjuːməˌnɪzəm/,needs_human_source,hu-man-ism,-ism boundary needs dictionary-specific policy
hydroelectric,hy-dro-elec-tric,4,5,other,/ˌhaɪdɹoʊɪˈlɛktɹɪk/,needs_human_source,hy-dro-elec-tric,no high-confidence automatic boundary rule
hyena,hye-na,2,3,other,/haɪˈiːnə/,needs_human_source,hye-na,no high-confidence automatic boundary rule
hyperborean,hy-per-bore-an,4,5,other,/ˌhaɪpɚˈbɔɹiən/,needs_human_source,hy-per-bore-an,no high-confidence automatic boundary rule
hypnotism,hyp-no-tism,3,4,suffix_ism,/ˈhɪpnəˌtɪzəm/,needs_human_source,hyp-no-tism,-ism boundary needs dictionary-specific policy
hypochondriac,hy-poc-hon-driac,4,5,other,/ˌhaɪpəˈkɑndɹiæk/,needs_human_source,hy-poc-hon-driac,no high-confidence automatic boundary rule
hysterically,hys-ter-i-cal-ly,5,4,adverb_ically_ally,/ˌhɪˈstɛɹɪkli/,accepted_standard_difference,hys-ter-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
ian,ian,1,2,vowel_sequence_suffix,/ˈiːən/,needs_human_source,ian,no high-confidence automatic boundary rule
idealism,ide-al-ism,3,4,suffix_ism,/aɪˈdiːlɪzəm/,needs_human_source,ide-al-ism,-ism boundary needs dictionary-specific policy
idealistic,ide-al-is-tic,4,5,other,/aɪˌdiːəˈlɪstɪk/,needs_human_source,ide-al-is-tic,no high-confidence automatic boundary rule
identifiable,i-den-ti-fi-able,5,6,suffix_able_ible,/aɪˈdɛntəˌfaɪəbəl/,needs_human_source,i-den-ti-fi-able,no high-confidence automatic boundary rule
ideological,ide-o-log-i-cal,5,6,other,/ˌaɪdiəˈlɑdʒɪkəl/,needs_human_source,ide-o-log-i-cal,no high-confidence automatic boundary rule
ideology,ide-ol-o-gy,4,5,other,/ˌaɪdiˈɑlədʒi/,needs_human_source,ide-ol-o-gy,no high-confidence automatic boundary rule
idiom,id-iom,2,3,other,/ˈɪdiəm/,needs_human_source,id-iom,no high-confidence automatic boundary rule
idiot,id-iot,2,3,other,/ˈɪˌdiːət/,needs_human_source,id-iot,no high-confidence automatic boundary rule
ids,ids,1,2,other,/ˈaɪˈdiːz/,needs_human_source,ids,no high-confidence automatic boundary rule
imagery,im-agery,2,3,other,/ˈɪmɪdʒɹɪ/,needs_human_source,im-agery,no high-confidence automatic boundary rule
immemorial,im-memo-ri-al,4,5,other,/ˌɪməˈmɔɹiəl/,needs_human_source,im-memo-ri-al,no high-confidence automatic boundary rule
imperialism,im-pe-ri-al-ism,5,6,suffix_ism,/ˌɪmˈpɪɹiəˌlɪzəm/,needs_human_source,im-pe-ri-al-ism,-ism boundary needs dictionary-specific policy
impoverish,im-pov-er-ish,4,3,other,/ˌɪmˈpɑvɹɪʃ/,accepted_standard_difference,im-pov-er-ish,orthographic spelling split has more parts than CMU pronunciation
impoverished,im-pov-er-ished,4,3,other,/ˌɪmˈpɑvɹɪʃt/,accepted_standard_difference,im-pov-er-ished,orthographic spelling split has more parts than CMU pronunciation
impropriety,im-pro-pri-ety,4,5,suffix_ity_ety,/ˌɪmpɹəˈpɹaɪəti/,needs_human_source,im-pro-pri-ety,no high-confidence automatic boundary rule
incendiary,in-cen-di-ary,4,5,other,/ˌɪnˈsɛndiɛɹi/,needs_human_source,in-cen-di-ary,no high-confidence automatic boundary rule
inconspicuous,in-con-spic-u-ous,5,4,vowel_sequence_suffix,/ˌɪŋˈkɑnspɪkwəs/,accepted_standard_difference,in-con-spic-u-ous,orthographic spelling split has more parts than CMU pronunciation
indiana,in-di-ana,3,4,other,/ˌɪndiˈænə/,needs_human_source,in-di-ana,no high-confidence automatic boundary rule
individualism,in-di-vid-u-al-ism,6,7,suffix_ism,/ˌɪndɪvɪˈduːəˌlɪzəm/,needs_human_source,in-di-vid-u-al-ism,-ism boundary needs dictionary-specific policy
inebriated,ine-bri-at-ed,4,5,other,/ˌɪˈnɛbɹiˌeɪtəd/,needs_human_source,ine-bri-at-ed,no high-confidence automatic boundary rule
influences,in-flu-ences,3,4,other,/ˈɪnˌfluːənsɪz/,needs_human_source,in-flu-ences,no high-confidence automatic boundary rule
influenza,in-fluen-za,3,4,other,/ˌɪnfluˈɛnzə/,needs_human_source,in-fluen-za,no high-confidence automatic boundary rule
ingenuity,in-ge-nu-ity,4,5,suffix_ity_ety,/ˌɪndʒəˈnuːəˌtiː/,needs_human_source,in-ge-nu-ity,no high-confidence automatic boundary rule
initiated,ini-ti-at-ed,4,5,other,/ɪˈnɪʃɪeɪtɪd/,needs_human_source,ini-ti-at-ed,no high-confidence automatic boundary rule
intermediary,in-ter-me-di-ary,5,6,other,/ˌɪntəmˈiːdiːəɹɪ/,needs_human_source,in-ter-me-di-ary,no high-confidence automatic boundary rule
intestines,in-testines,2,3,other,/ˌɪnˈtɛstənz/,needs_human_source,in-testines,no high-confidence automatic boundary rule
inuit,i-nu-it,3,2,other,/ˈɪnut/,accepted_standard_difference,i-nu-it,orthographic spelling split has more parts than CMU pronunciation
inviolable,in-vi-o-lable,4,5,suffix_able_ible,/ˌɪnˈvaɪələbəl/,needs_human_source,in-vi-o-lable,no high-confidence automatic boundary rule
ion,ion,1,2,other,/ˈaɪɒn/,needs_human_source,ion,no high-confidence automatic boundary rule
iota,io-ta,2,3,other,/ˌaɪˈoʊtə/,needs_human_source,io-ta,no high-confidence automatic boundary rule
iowa,io-wa,2,3,other,/ˈaɪəwə/,needs_human_source,io-wa,no high-confidence automatic boundary rule
iridium,irid-i-um,3,4,vowel_sequence_suffix,/ˌɪˈɹɪdiəm/,needs_human_source,irid-i-um,no high-confidence automatic boundary rule
iroquois,iro-quois,2,3,other,/ˈɪɹəˌkwɔɪ/,needs_human_source,iro-quois,no high-confidence automatic boundary rule
jacksonville,jack-sonville,2,3,other,/ˈdʒæksənˌvɪl/,needs_human_source,jack-sonville,no high-confidence automatic boundary rule
january,jan-u-ary,3,4,other,/ˈdʒænjuˌɛɹi/,needs_human_source,jan-u-ary,no high-confidence automatic boundary rule
jingoism,jin-go-ism,3,4,suffix_ism,/ˈdʒɪŋˌɡoʊɪzəm/,needs_human_source,jin-go-ism,-ism boundary needs dictionary-specific policy
joel,joel,1,2,other,/ˈdʒoʊəl/,needs_human_source,joel,no high-confidence automatic boundary rule
joshua,jos-hua,2,3,other,/ˈdʒɑˌʃuːə/,needs_human_source,jos-hua,no high-confidence automatic boundary rule
journalism,jour-nal-ism,3,4,suffix_ism,/ˈdʒɝnəˌlɪzəm/,needs_human_source,jour-nal-ism,-ism boundary needs dictionary-specific policy
justifiable,jus-ti-fi-able,4,5,suffix_able_ible,/ˈdʒʌstəˌfaɪəbəl/,needs_human_source,jus-ti-fi-able,no high-confidence automatic boundary rule
karaoke,ka-rao-ke,3,4,other,/ˌkɛɹiˈoʊki/,needs_human_source,ka-rao-ke,no high-confidence automatic boundary rule
kier,ki-er,2,1,other,/ˈkɪɹ/,accepted_standard_difference,ki-er,orthographic spelling split has more parts than CMU pronunciation
laboratories,lab-o-ra-to-ries,5,4,other,/ˈlæbɹəˌtɔɹiz/,accepted_standard_difference,lab-o-ra-to-ries,orthographic spelling split has more parts than CMU pronunciation
laboratory,lab-o-ra-to-ry,5,4,other,/ˈlæbɹəˌtɔɹi/,accepted_standard_difference,lab-o-ra-to-ry,orthographic spelling split has more parts than CMU pronunciation
laity,lai-ty,2,3,suffix_ity_ety,/ˈleɪəti/,needs_human_source,lai-ty,no high-confidence automatic boundary rule
lauderdale,laud-erdale,2,3,other,/ˈlɔdɚˌdeɪl/,needs_human_source,laud-erdale,no high-confidence automatic boundary rule
leisurely,leisure-ly,2,3,other,/ˈliːzɚli/,needs_human_source,leisure-ly,no high-confidence automatic boundary rule
leviathan,le-viat-han,3,4,other,/ləˈvaɪəθən/,needs_human_source,le-viat-han,no high-confidence automatic boundary rule
liable,li-able,2,3,suffix_able_ible,/ˈlaɪəbəl/,needs_human_source,li-able,no high-confidence automatic boundary rule
liberalism,lib-er-al-ism,4,5,suffix_ism,/ˈlɪˌbɝəˌlɪzəm/,needs_human_source,lib-er-al-ism,-ism boundary needs dictionary-specific policy
lifeblood,lifeblood,1,2,other,/ˈlaɪfˌblʌd/,needs_human_source,lifeblood,no high-confidence automatic boundary rule
linear,lin-ear,2,3,other,/ˈlɪniɚ/,needs_human_source,lin-ear,no high-confidence automatic boundary rule
linearly,lin-ear-ly,3,4,other,/ˈlɪniɚli/,needs_human_source,lin-ear-ly,no high-confidence automatic boundary rule
linoleum,li-no-leum,3,4,other,/ləˈnoʊliəm/,needs_human_source,li-no-leum,no high-confidence automatic boundary rule
liqueur,liqueur,1,2,other,/lɪˈkɝ/,needs_human_source,liqueur,no high-confidence automatic boundary rule
lithuania,lit-hua-nia,3,5,vowel_sequence_suffix,/ˌlɪθəˈweɪniə/,needs_human_source,lit-hua-nia,no high-confidence automatic boundary rule
livelihood,liveli-hood,2,3,other,/ˈlaɪvliˌhʊd/,needs_human_source,liveli-hood,no high-confidence automatic boundary rule
loess,loess,1,2,other,/ˈloʊəs/,needs_human_source,loess,no high-confidence automatic boundary rule
logically,log-i-cal-ly,4,3,adverb_ically_ally,/ˈlɑdʒɪkli/,accepted_standard_difference,log-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
louisiana,lou-i-si-ana,4,5,other,/luˌiːziˈænə/,needs_human_source,lou-i-si-ana,no high-confidence automatic boundary rule
louisville,lou-is-vil-le,4,3,other,/ˈluːiˌvɪl/,accepted_standard_difference,lou-is-vil-le,orthographic spelling split has more parts than CMU pronunciation
machiavellian,mac-hia-vel-lian,4,5/6,vowel_sequence_suffix,/ˌmækɪəˈvelɪən/,needs_human_source,mac-hia-vel-lian,no high-confidence automatic boundary rule
magnesium,mag-ne-sium,3,4,vowel_sequence_suffix,/mæɡˈniːziəm/,needs_human_source,mag-ne-sium,no high-confidence automatic boundary rule
magnetism,ma-gne-tism,3,4,suffix_ism,/ˈmæɡnəˌtɪzəm/,needs_human_source,ma-gne-tism,-ism boundary needs dictionary-specific policy
makeshift,makeshift,1,2,other,/ˈmeɪkˌʃɪft/,needs_human_source,makeshift,no high-confidence automatic boundary rule
managerial,man-age-ri-al,4,5,other,/ˌmænɪˈdʒɪɹiəl/,needs_human_source,man-age-ri-al,no high-confidence automatic boundary rule
mannerism,man-ner-ism,3,4,suffix_ism,/ˈmænɚˌɪzəm/,needs_human_source,man-ner-ism,-ism boundary needs dictionary-specific policy
mariah,mari-ah,2,3,other,/mɚˈaɪə/,needs_human_source,mari-ah,no high-confidence automatic boundary rule
marxism,marx-ism,2,3,suffix_ism,/ˈmɑɹksɪzəm/,needs_human_source,marx-ism,-ism boundary needs dictionary-specific policy
materialism,ma-te-ri-al-ism,5,6,suffix_ism,/məˈtɪɹiəˌlɪzəm/,needs_human_source,ma-te-ri-al-ism,-ism boundary needs dictionary-specific policy
mauritius,mau-ri-tius,3,4,other,/mɔˈɹɪtiəs/,needs_human_source,mau-ri-tius,no high-confidence automatic boundary rule
mausoleum,mau-so-leum,3,4,other,/ˌmɔsəˈliːəm/,needs_human_source,mau-so-leum,no high-confidence automatic boundary rule
mcdonald,mcdon-ald,2,3,other,/məkˈdɑnəld/,needs_human_source,mcdon-ald,no high-confidence automatic boundary rule
mechanically,me-chan-i-cal-ly,5,4,adverb_ically_ally,/məˈkænɪkli/,accepted_standard_difference,me-chan-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
mechanism,mech-a-nism,3,4,suffix_ism,/ˈmɛkəˌnɪzəm/,needs_human_source,mech-a-nism,-ism boundary needs dictionary-specific policy
mechanisms,mech-a-nisms,3,4,other,/ˈmɛkəˌnɪzəmz/,needs_human_source,mech-a-nisms,no high-confidence automatic boundary rule
medicines,me-di-ci-nes,4,3,other,/ˈmɛdəsənz/,accepted_standard_difference,me-di-ci-nes,orthographic spelling split has more parts than CMU pronunciation
medium,medi-um,2,3,vowel_sequence_suffix,/ˈmiːdiəm/,needs_human_source,medi-um,no high-confidence automatic boundary rule
memorial,memo-ri-al,3,4,other,/məˈmɔɹiəl/,needs_human_source,memo-ri-al,no high-confidence automatic boundary rule
meridian,merid-i-an,3,4,vowel_sequence_suffix,/mɚˈɪdiən/,needs_human_source,merid-i-an,no high-confidence automatic boundary rule
mesmerism,me-sme-rism,3,4,suffix_ism,/ˈmɛsmɚˌɪzəm/,needs_human_source,me-sme-rism,-ism boundary needs dictionary-specific policy
mesozoic,me-so-zoic,3,4,other,/ˌmɛsəˈzoʊɪk/,needs_human_source,me-so-zoic,no high-confidence automatic boundary rule
metabolism,me-tab-o-lism,4,5,suffix_ism,/məˈtæbəˌlɪzəm/,needs_human_source,me-tab-o-lism,-ism boundary needs dictionary-specific policy
meteoric,me-te-oric,3,4,other,/ˌmiːtiˈɔɹɪk/,needs_human_source,me-te-oric,no high-confidence automatic boundary rule
michelle,michelle,1,2,other,/mɪˈʃɛl/,needs_human_source,michelle,no high-confidence automatic boundary rule
microcosm,mi-cro-cosm,3,4,other,/ˈmaɪkɹəˌkɑzəm/,needs_human_source,mi-cro-cosm,no high-confidence automatic boundary rule
militarism,mi-li-ta-rism,4,5,suffix_ism,/ˈmɪlətɚˌɪzəm/,needs_human_source,mi-li-ta-rism,-ism boundary needs dictionary-specific policy
miniscule,minis-cule,2,3,other,/ˈmɪnɪskjul/,needs_human_source,minis-cule,no high-confidence automatic boundary rule
minutely,minute-ly,2,3,other,/ˈmɪnətli/,needs_human_source,minute-ly,no high-confidence automatic boundary rule
mm,mm,1,0,other,/m/,accepted_standard_difference,mm,orthographic spelling split has more parts than CMU pronunciation
modernism,mo-der-nism,3,4,suffix_ism,/ˈmɑdɚˌnɪzəm/,needs_human_source,mo-der-nism,-ism boundary needs dictionary-specific policy
monologue,mono-logue,2,3,other,/ˈmɑnəˌlɔɡ/,needs_human_source,mono-logue,no high-confidence automatic boundary rule
monotheism,mo-not-he-ism,4,5,suffix_ism,/ˈmɑnəˌθiːɪzəm/,needs_human_source,mo-not-he-ism,-ism boundary needs dictionary-specific policy
montgomery,mont-gomery,2,3,other,/mɑntˈɡʌmɹi/,needs_human_source,mont-gomery,no high-confidence automatic boundary rule
morale,morale,1,2,other,/mɚˈæl/,needs_human_source,morale,no high-confidence automatic boundary rule
moralism,mo-ra-lism,3,4,suffix_ism,/ˈmɔɹəˌlɪzəm/,needs_human_source,mo-ra-lism,-ism boundary needs dictionary-specific policy
moratorium,mora-to-ri-um,4,5,vowel_sequence_suffix,/ˌmɔɹəˈtɔɹiəm/,needs_human_source,mora-to-ri-um,no high-confidence automatic boundary rule
motile,motile,1,2,other,/ˈmoʊtəl/,needs_human_source,motile,no high-confidence automatic boundary rule
mozambique,mozam-bique,2,3,other,/ˌmɒzɐmbˈiːk/,needs_human_source,mozam-bique,no high-confidence automatic boundary rule
mpeg,mpeg,1,2,other,/ˈɛmˌpɛɡ/,needs_human_source,mpeg,no high-confidence automatic boundary rule
mrs,mrs,1,2,other,/ˈmɪsɪz/,needs_human_source,mrs,no high-confidence automatic boundary rule
mutualism,mu-tu-al-ism,4,5,suffix_ism,/ˈmjuːtʃuˌʌˌlɪzəm/,needs_human_source,mu-tu-al-ism,-ism boundary needs dictionary-specific policy
myopic,my-opic,2,3,other,/maɪˈɑpɪk/,needs_human_source,my-opic,no high-confidence automatic boundary rule
naivete,nai-ve-te,3,4,other,/nɑˌiːvəˈteɪ/,needs_human_source,nai-ve-te,no high-confidence automatic boundary rule
narcissism,nar-cis-sism,3,4,suffix_ism,/ˈnɑɹsɪˌsɪzəm/,needs_human_source,nar-cis-sism,-ism boundary needs dictionary-specific policy
neanderthal,ne-an-derthal,3,4,other,/niˈændɚˌθɔl/,needs_human_source,ne-an-derthal,no high-confidence automatic boundary rule
neolithic,ne-olith-ic,3,4,other,/ˈniːoʊˌlɪθɪk/,needs_human_source,ne-olith-ic,no high-confidence automatic boundary rule
nepotism,ne-po-tism,3,4,suffix_ism,/ˈnɛpəˌtɪzəm/,needs_human_source,ne-po-tism,-ism boundary needs dictionary-specific policy
nicole,nicole,1,2,other,/nɪˈkoʊl/,needs_human_source,nicole,no high-confidence automatic boundary rule
nihilism,ni-hi-lism,3,4,suffix_ism,/ˈnaɪəˌlɪzəm/,needs_human_source,ni-hi-lism,-ism boundary needs dictionary-specific policy
notoriety,no-to-ri-ety,4,5,suffix_ity_ety,/ˌnoʊtɚˈaɪəti/,needs_human_source,no-to-ri-ety,no high-confidence automatic boundary rule
oasis,oa-sis,2,3,other,/oʊˈeɪsɪs/,needs_human_source,oa-sis,no high-confidence automatic boundary rule
obedient,obe-di-ent,3,4,other,/oʊˈbiːdiənt/,needs_human_source,obe-di-ent,no high-confidence automatic boundary rule
obituary,o-bit-u-ary,4,5,other,/oʊˈbɪtʃuˌɛɹi/,needs_human_source,o-bit-u-ary,no high-confidence automatic boundary rule
obliged,obliged,1,2,other,/əˈblaɪdʒd/,needs_human_source,obliged,no high-confidence automatic boundary rule
oblique,oblique,1,2,other,/əˈbliːk/,needs_human_source,oblique,no high-confidence automatic boundary rule
omelet,omelet,1,2,other,/ˈɑmlət/,needs_human_source,omelet,no high-confidence automatic boundary rule
opaque,opaque,1,2,other,/oʊˈpeɪk/,needs_human_source,opaque,no high-confidence automatic boundary rule
opened,opened,1,2,other,/ˈoʊpənd/,needs_human_source,opened,no high-confidence automatic boundary rule
opera,opera,1,2,other,/ˈɑpɹə/,needs_human_source,opera,no high-confidence automatic boundary rule
opium,opi-um,2,3,vowel_sequence_suffix,/ˈoʊpiəm/,needs_human_source,opi-um,no high-confidence automatic boundary rule
opportunism,op-por-tu-nism,4,5,suffix_ism,/ˌɑpɚˈtuːˌnɪzəm/,needs_human_source,op-por-tu-nism,-ism boundary needs dictionary-specific policy
optimism,op-ti-mism,3,4,suffix_ism,/ˈɑptəˌmɪzəm/,needs_human_source,op-ti-mism,-ism boundary needs dictionary-specific policy
organically,or-gan-i-cal-ly,5,4,adverb_ically_ally,/ɔɹˈɡænɪkli/,accepted_standard_difference,or-gan-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
organism,or-gan-ism,3,4,suffix_ism,/ˈɔɹɡəˌnɪzəm/,needs_human_source,or-gan-ism,-ism boundary needs dictionary-specific policy
organisms,or-gan-isms,3,4,other,/ˈɔɹɡəˌnɪzəmz/,needs_human_source,or-gan-isms,no high-confidence automatic boundary rule
orient,ori-ent,2,3,other,/ˈɔɹiˌɛnt/,needs_human_source,ori-ent,no high-confidence automatic boundary rule
oriental,ori-en-tal,3,4,other,/ˌɔːɹɪˈɛntəl/,needs_human_source,ori-en-tal,no high-confidence automatic boundary rule
oriented,ori-ent-ed,3,4,other,/ˈɔːɹɪəntɪd/,needs_human_source,ori-ent-ed,no high-confidence automatic boundary rule
ostracism,os-tra-cism,3,4,suffix_ism,/ˈɔstɹəˌsɪzəm/,needs_human_source,os-tra-cism,-ism boundary needs dictionary-specific policy
overseer,o-ver-seer,3,4,other,/ˈoʊvɚˈsiːɚ/,needs_human_source,o-ver-seer,no high-confidence automatic boundary rule
overstatement,over-state-ment,3,4,other,/ˈoʊvɚˌsteɪtmənt/,needs_human_source,over-state-ment,no high-confidence automatic boundary rule
overtaxed,over-taxed,2,3,other,/ˌoʊvɚˈtækst/,needs_human_source,over-taxed,no high-confidence automatic boundary rule
overturned,over-turned,2,3,other,/ˈoʊvɚˌtɝnd/,needs_human_source,over-turned,no high-confidence automatic boundary rule
pacifier,paci-fi-er,3,4,other,/ˈpæsəˌfaɪɚ/,needs_human_source,paci-fi-er,no high-confidence automatic boundary rule
paraguay,pa-ra-gua-y,4,3,other,/ˈpɛɹəˌɡweɪ/,accepted_standard_difference,pa-ra-gua-y,orthographic spelling split has more parts than CMU pronunciation
parallelism,par-al-lel-ism,4,5,suffix_ism,/ˈpɛɹəˌlɛˌlɪzəm/,needs_human_source,par-al-lel-ism,-ism boundary needs dictionary-specific policy
pariah,pari-ah,2,3,other,/pɚˈaɪə/,needs_human_source,pari-ah,no high-confidence automatic boundary rule
parochial,pa-roc-hial,3,4,other,/pɚˈoʊkiəl/,needs_human_source,pa-roc-hial,no high-confidence automatic boundary rule
pastoralism,pas-to-ra-lism,4,5,suffix_ism,/ˈpæstɚəˌlɪzəm/,needs_human_source,pas-to-ra-lism,-ism boundary needs dictionary-specific policy
patriarchy,pa-tri-archy,3,4,other,/ˈpeɪtɹiˌɑɹki/,needs_human_source,pa-tri-archy,no high-confidence automatic boundary rule
patriotism,pa-tri-o-tism,4,5,suffix_ism,/ˈpeɪtɹiəˌtɪzəm/,needs_human_source,pa-tri-o-tism,-ism boundary needs dictionary-specific policy
